name,bus0,bus1,length,r_ohm_per_km,x_ohm_per_km,b_siemens_per_km,v_nom_kv,n_circuits,conductor,is_lilo,source_name
Bheramara_Faridpur_TL_1,Bheramara_132kV,Faridpur_132kV,105.0,0.09,0.4,2.6e-06,132,2,ACCC HAWK,False,Bheramara-Faridpur
Bheramara_Faridpur_TL_2,Bheramara_132kV,Faridpur_132kV,105.0,0.09,0.4,2.6e-06,132,2,ACCC HAWK,False,Bheramara-Faridpur
Faridpur_Madaripur_TL_1,Faridpur_132kV,Madaripur_132kV,65.5,0.12,0.42,2.6e-06,132,2,HAWK,False,Faridpur-Madaripur
Faridpur_Madaripur_TL_2,Faridpur_132kV,Madaripur_132kV,65.5,0.12,0.42,2.6e-06,132,2,HAWK,False,Faridpur-Madaripur
Madaripur_Barishal(N)_TL_1,Madaripur_132kV,Barishal(N)_132kV,48.5,0.12,0.42,2.6e-06,132,2,HAWK,False,Madaripur-Barisal(N)
Madaripur_Barishal(N)_TL_2,Madaripur_132kV,Barishal(N)_132kV,48.5,0.12,0.42,2.6e-06,132,2,HAWK,False,Madaripur-Barisal(N)
Barishal(N)_Barishal_TL_1,Barishal(N)_132kV,Barishal_132kV,10.0,0.09,0.4,2.6e-06,132,2,ACCC HAWK,False,Barishal(N)-Barishal
Barishal(N)_Barishal_TL_2,Barishal(N)_132kV,Barishal_132kV,10.0,0.09,0.4,2.6e-06,132,2,ACCC HAWK,False,Barishal(N)-Barishal
Rajshahi_Natore_TL_1,Rajshahi_132kV,Natore_132kV,37.0,0.12,0.42,2.6e-06,132,1,HAWK,False,Rajshahi-Natore
Ishwardi_Baghabari_TL_1,Ishwardi_132kV,Baghabari_132kV,63.0,0.12,0.42,2.6e-06,132,1,HAWK,False,Ishwardi-Baghabari
Baghabari_Shahjadpur_TL_1,Baghabari_132kV,Shahjadpur_132kV,5.0,0.12,0.42,2.6e-06,132,1,HAWK,False,Baghabari-Shahjadpur
Ishwardi_Pabna_TL_1,Ishwardi_132kV,Pabna_132kV,18.0,0.0852,0.4097,2.73e-06,132,1,Grosbeak,False,Ishwardi-Pabna
Pabna_Shahjadpur_TL_1,Pabna_132kV,Shahjadpur_132kV,41.0,0.0852,0.4097,2.73e-06,132,1,Grosbeak,False,Pabna-Shahjadpur
Bogura_Sirajganj_TL_1,Bogura_132kV,Sirajganj_132kV,66.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Bogra-Sirajganj
Bogura_Sirajganj_TL_2,Bogura_132kV,Sirajganj_132kV,66.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Bogra-Sirajganj
Sirajganj_Shahjadpur_TL_1,Sirajganj_132kV,Shahjadpur_132kV,34.0,0.0852,0.4097,2.73e-06,132,1,Grosbeak,False,Sirajganj-Shahjadpur
Sirajganj_Baghabari_TL_1,Sirajganj_132kV,Baghabari_132kV,40.0,0.0852,0.4097,2.73e-06,132,1,Grosbeak,False,Sirajganj-Baghabari
Rajshahi_Chapai Nawabganj_TL_1,Rajshahi_132kV,Chapai Nawabganj_132kV,48.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Rajshahi-Chapai Nawabganj
Rajshahi_Chapai Nawabganj_TL_2,Rajshahi_132kV,Chapai Nawabganj_132kV,48.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Rajshahi-Chapai Nawabganj
Rangpur_Lalmonirhat_TL_1,Rangpur_132kV,Lalmonirhat_132kV,38.0,0.0852,0.4097,2.73e-06,132,1,Grosbeak,False,Rangpur-Lalmonirhat
Bogura_Naogaon_TL_1,Bogura_132kV,Naogaon_132kV,44.0,0.065,0.39,2.73e-06,132,2,ACCC Grosbeak,False,Bogra-Naogaon
Bogura_Naogaon_TL_2,Bogura_132kV,Naogaon_132kV,44.0,0.065,0.39,2.73e-06,132,2,ACCC Grosbeak,False,Bogra-Naogaon
Kabirpur_Tangail_TL_1,Kabirpur_132kV,Tangail_132kV,51.0,0.0852,0.4097,2.73e-06,132,2,ACCC/ACSRGrosbeak,False,Kabirpur-Tangail
Kabirpur_Tangail_TL_2,Kabirpur_132kV,Tangail_132kV,51.0,0.0852,0.4097,2.73e-06,132,2,ACCC/ACSRGrosbeak,False,Kabirpur-Tangail
Tongi_Mirpur_TL_1,Tongi_132kV,Mirpur_132kV,17.0,0.065,0.39,2.73e-06,132,1,ACCC Grosbeak,False,Tongi-Mirpur
Tongi_Uttara_TL_1,Tongi_132kV,Uttara_132kV,15.0,0.065,0.39,2.73e-06,132,1,ACCC Grosbeak,False,Tongi-Uttara
Uttara_Mirpur_TL_1,Uttara_132kV,Mirpur_132kV,9.0,0.065,0.39,2.73e-06,132,1,ACCC Grosbeak,False,Uttara-Mirpur
Mirpur_Aminbazar_230kV_TL_1,Mirpur_132kV,Aminbazar_230kV,7.0,0.065,0.39,2.73e-06,132,2,ACCC Grosbeak,False,Mirpur-Aminbazar
Mirpur_Aminbazar_230kV_TL_2,Mirpur_132kV,Aminbazar_230kV,7.0,0.065,0.39,2.73e-06,132,2,ACCC Grosbeak,False,Mirpur-Aminbazar
Aminbazar_230kV_Kallayanpur_TL_1,Aminbazar_230kV,Kallayanpur_132kV,4.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Aminbazar-Kallayanpur
Aminbazar_230kV_Kallayanpur_TL_2,Aminbazar_230kV,Kallayanpur_132kV,4.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Aminbazar-Kallayanpur
Hasnabad_Lalbagh_TL_1,Hasnabad_132kV,Lalbagh_132kV,30.0,0.0852,0.4097,2.73e-06,132,1,Grosbeak,False,Hasnabad-Lalbagh
Kamrangirchar_Lalbagh_TL_1,Kamrangirchar_132kV,Lalbagh_132kV,3.0,0.0852,0.4097,2.73e-06,132,1,Grosbeak,False,Kamrangirchar-Lalbagh
Kallayanpur_Kamrangirchar_TL_1,Kallayanpur_132kV,Kamrangirchar_132kV,11.0,0.0852,0.4097,2.73e-06,132,1,Grosbeak,False,Kallayanpur-Kamrangirchar
Kallayanpur_Keraniganj_TL_1,Kallayanpur_132kV,Keraniganj_132kV,20.0,0.0852,0.4097,2.73e-06,132,1,Grosbeak,False,Kallayanpur-Keraniganj
Hasnabad_Keraniganj_TL_1,Hasnabad_132kV,Keraniganj_132kV,14.0,0.0852,0.4097,2.73e-06,132,1,Grosbeak,False,Hasnabad-Keraniganj
Tongi_New Tongi_TL_1,Tongi_132kV,New Tongi_132kV,0.5,0.015,0.12,2e-05,132,2,XLPE,False,Tongi-New Tongi
Tongi_New Tongi_TL_2,Tongi_132kV,New Tongi_132kV,0.5,0.015,0.12,2e-05,132,2,XLPE,False,Tongi-New Tongi
Hasnabad_Sitalakhya_TL_1,Hasnabad_132kV,Sitalakhya_132kV,13.0,0.0852,0.4097,2.73e-06,132,1,Grosbeak,False,Hasnabad-Sitalakhya
Madanganj_Sitalakhya_TL_1,Madanganj_132kV,Sitalakhya_132kV,4.0,0.0852,0.4097,2.73e-06,132,1,Grosbeak,False,Madanganj-Sitalakhya
Hasnabad_Shyampur_TL_1,Hasnabad_132kV,Shyampur_132kV,21.0,0.0852,0.4097,2.73e-06,132,1,Grosbeak,False,Hasnabad-Shyampur
Shyampur_Haripur_230kV_TL_1,Shyampur_132kV,Haripur_230kV,30.0,0.0852,0.4097,2.73e-06,132,1,Grosbeak,False,Shyampur-Haripur
Madanganj_Haripur_230kV_TL_1,Madanganj_132kV,Haripur_230kV,12.0,0.0852,0.4097,2.73e-06,132,1,Grosbeak,False,Madanganj-Haripur
Siddhirganj_Ullon_TL_1,Siddhirganj_132kV,Ullon_132kV,16.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Siddhirganj-Ullon
Siddhirganj_Ullon_TL_2,Siddhirganj_132kV,Ullon_132kV,16.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Siddhirganj-Ullon
Haripur_230kV_Matuail_TL_1,Haripur_230kV,Matuail_132kV,6.0,0.0852,0.4097,2.73e-06,132,1,Grosbeak,False,Haripur-Matuail
Maniknagar_Matuail_TL_1,Maniknagar_132kV,Matuail_132kV,16.0,0.0852,0.4097,2.73e-06,132,1,Grosbeak,False,Maniknagar-Matuail
Siddhirganj_Maniknagar_TL_1,Siddhirganj_132kV,Maniknagar_132kV,10.0,0.0852,0.4097,2.73e-06,132,1,Grosbeak,False,Siddhirganj-Maniknagar
Maniknagar_Narinda_TL_1,Maniknagar_132kV,Narinda_132kV,5.0,0.075,0.13,2e-05,132,2,Cu.Cable,False,Maniknagar-Narinda
Maniknagar_Narinda_TL_2,Maniknagar_132kV,Narinda_132kV,5.0,0.075,0.13,2e-05,132,2,Cu.Cable,False,Maniknagar-Narinda
Ullon_Dhanmondi_TL_1,Ullon_132kV,Dhanmondi_132kV,5.5,0.075,0.13,2e-05,132,2,Cu.Cable,False,Ullon-Dhanmondi
Ullon_Dhanmondi_TL_2,Ullon_132kV,Dhanmondi_132kV,5.5,0.075,0.13,2e-05,132,2,Cu.Cable,False,Ullon-Dhanmondi
Ullon_Dhanmondi_TL_1,Ullon_132kV,Dhanmondi_132kV,5.5,0.015,0.12,2e-05,132,2,XLPE,False,Ullon-Dhanmondi
Ullon_Dhanmondi_TL_2,Ullon_132kV,Dhanmondi_132kV,5.5,0.015,0.12,2e-05,132,2,XLPE,False,Ullon-Dhanmondi
Tongi_Kabirpur_TL_1,Tongi_132kV,Kabirpur_132kV,22.5,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Tongi-Kabirpur
Tongi_Kabirpur_TL_2,Tongi_132kV,Kabirpur_132kV,22.5,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Tongi-Kabirpur
Kabirpur_Manikganj_TL_1,Kabirpur_132kV,Manikganj_132kV,32.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Kabirpur-Manikganj
Kabirpur_Manikganj_TL_2,Kabirpur_132kV,Manikganj_132kV,32.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Kabirpur-Manikganj
Ullon_Rampura_230kV_TL_1,Ullon_132kV,Rampura_230kV,4.0,0.015,0.12,2e-05,132,2,XLPE,False,Ullon-Rampura
Ullon_Rampura_230kV_TL_2,Ullon_132kV,Rampura_230kV,4.0,0.015,0.12,2e-05,132,2,XLPE,False,Ullon-Rampura
Rampura_230kV_Bashundhara_TL_1,Rampura_230kV,Bashundhara_132kV,8.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Rampura-Bashundhara
Rampura_230kV_Bashundhara_TL_2,Rampura_230kV,Bashundhara_132kV,8.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Rampura-Bashundhara
Bashundhara_Tongi_TL_1,Bashundhara_132kV,Tongi_132kV,11.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Bashundhara-Tongi
Bashundhara_Tongi_TL_2,Bashundhara_132kV,Tongi_132kV,11.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Bashundhara-Tongi
Rampura_230kV_Moghbazar_TL_1,Rampura_230kV,Moghbazar_132kV,4.5,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Rampura-Moghbazar
Rampura_230kV_Moghbazar_TL_2,Rampura_230kV,Moghbazar_132kV,4.5,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Rampura-Moghbazar
Ghorashal_Joydebpur_TL_1,Ghorashal_132kV,Joydebpur_132kV,28.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Ghorasal-Joydevpur
Ghorashal_Joydebpur_TL_2,Ghorashal_132kV,Joydebpur_132kV,28.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Ghorasal-Joydevpur
Baghabari_Shahjadpur_TL_1,Baghabari_132kV,Shahjadpur_132kV,6.0,0.0852,0.4097,2.73e-06,132,1,Grosbeak,False,Baghabari-Shahjadpur
Chandpur_Chowmuhani_TL_1,Chandpur_132kV,Chowmuhani_132kV,68.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Chandpur-Chowmuhani
Chandpur_Chowmuhani_TL_2,Chandpur_132kV,Chowmuhani_132kV,68.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Chandpur-Chowmuhani
Barapukuria_Rangpur_TL_1,Barapukuria_132kV,Rangpur_132kV,42.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Barapukuria-Rangpur
Barapukuria_Rangpur_TL_2,Barapukuria_132kV,Rangpur_132kV,42.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Barapukuria-Rangpur
Barapukuria_Saidpur_TL_1,Barapukuria_132kV,Saidpur_132kV,36.0,0.052,0.38,2.73e-06,132,2,ACCC AAAC,False,Barapukuria-Saidpur
Barapukuria_Saidpur_TL_2,Barapukuria_132kV,Saidpur_132kV,36.0,0.052,0.38,2.73e-06,132,2,ACCC AAAC,False,Barapukuria-Saidpur
Madaripur_Gopalganj_TL_1,Madaripur_132kV,Gopalganj_132kV,45.0,0.064,0.4,2.73e-06,132,1,AAAC,False,Madaripur-Gopalganj
Khulna (C)_Khulna (S)_230kV_TL_1,Khulna (C)_132kV,Khulna (S)_230kV,9.0,0.032,0.33,3.3e-06,132,2,Twin AAAC,False,Khulna (C)-Khulna(S)
Khulna (C)_Khulna (S)_230kV_TL_2,Khulna (C)_132kV,Khulna (S)_230kV,9.0,0.032,0.33,3.3e-06,132,2,Twin AAAC,False,Khulna (C)-Khulna(S)
Khulna (S)_230kV_Satkhira_TL_1,Khulna (S)_230kV,Satkhira_132kV,47.0,0.064,0.4,2.73e-06,132,2,AAAC,False,Khulna(S)-Satkhira
Khulna (S)_230kV_Satkhira_TL_2,Khulna (S)_230kV,Satkhira_132kV,47.0,0.064,0.4,2.73e-06,132,2,AAAC,False,Khulna(S)-Satkhira
Rajshahi_Natore_TL_1,Rajshahi_132kV,Natore_132kV,40.0,0.0852,0.4097,2.73e-06,132,1,Grosbeak,False,Rajshahi-Natore
Rampura_230kV_Gulshan_TL_1,Rampura_230kV,Gulshan_132kV,3.5,0.015,0.12,2e-05,132,2,XLPE,False,Rampura-Gulshan
Rampura_230kV_Gulshan_TL_2,Rampura_230kV,Gulshan_132kV,3.5,0.015,0.12,2e-05,132,2,XLPE,False,Rampura-Gulshan
Sikalbaha_Bakulia_TL_1,Sikalbaha_132kV,Bakulia_132kV,4.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Sikalbaha-Bakulia
Sikalbaha_Bakulia_TL_2,Sikalbaha_132kV,Bakulia_132kV,4.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Sikalbaha-Bakulia
Juldah_Shahmirpur_TL_1,Juldah_132kV,Shahmirpur_132kV,6.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Juldah-Shahmirpur
Juldah_Shahmirpur_TL_2,Juldah_132kV,Shahmirpur_132kV,6.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Juldah-Shahmirpur
Khulshi_Bakulia_TL_1,Khulshi_132kV,Bakulia_132kV,15.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Khulshi-Bakulia
Khulshi_Bakulia_TL_2,Khulshi_132kV,Bakulia_132kV,15.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Khulshi-Bakulia
Haripur_230kV_Maniknagar_TL_1,Haripur_230kV,Maniknagar_132kV,13.0,0.0852,0.4097,2.73e-06,132,1,Grosbeak,False,Haripur-Maniknagar
Joydebpur_Kodda_TL_1,Joydebpur_132kV,Kodda_132kV,8.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Joydevpur-Kodda PP
Joydebpur_Kodda_TL_2,Joydebpur_132kV,Kodda_132kV,8.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Joydevpur-Kodda PP
Kodda_Kabirpur_TL_1,Kodda_132kV,Kabirpur_132kV,10.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Kodda PP-Kabirpur
Kodda_Kabirpur_TL_2,Kodda_132kV,Kabirpur_132kV,10.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Kodda PP-Kabirpur
Sikalbaha_Shahmirpur_TL_1,Sikalbaha_132kV,Shahmirpur_132kV,9.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Sikalbaha-Shahmirpur
Sikalbaha_Shahmirpur_TL_2,Sikalbaha_132kV,Shahmirpur_132kV,9.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Sikalbaha-Shahmirpur
Khulshi_Halishahar_TL_1,Khulshi_132kV,Halishahar_132kV,13.0,0.0852,0.4097,2.73e-06,132,1,Grosbeak,False,Khulshi-Halishahar
Bogura_Bogura_TL_1,Bogura_132kV,Bogura_132kV,1.5,0.032,0.33,3.3e-06,132,2,Twin AAAC,False,BograOld-BograNew
Bogura_Bogura_TL_2,Bogura_132kV,Bogura_132kV,1.5,0.032,0.33,3.3e-06,132,2,Twin AAAC,False,BograOld-BograNew
Ashuganj_Shahjibazar_TL_1,Ashuganj_132kV,Shahjibazar_132kV,53.0,0.0852,0.4097,2.73e-06,132,1,Grosbeak,False,Ashuganj-Shahjibazar
Khulna (S)_230kV_Gallamari_TL_1,Khulna (S)_230kV,Gallamari_132kV,4.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Khulna (S) -Gallamari
Khulna (S)_230kV_Gallamari_TL_2,Khulna (S)_230kV,Gallamari_132kV,4.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Khulna (S) -Gallamari
Naogaon_Niamatpur_TL_1,Naogaon_132kV,Niamatpur_132kV,46.0,0.064,0.4,2.73e-06,132,1,AAAC,False,Naogaon-Niyamatpur
Aminbazar_230kV_Savar_TL_1,Aminbazar_230kV,Savar_132kV,16.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Aminbazar-Savar
Aminbazar_230kV_Savar_TL_2,Aminbazar_230kV,Savar_132kV,16.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Aminbazar-Savar
Jhenaidah_Magura_TL_1,Jhenaidah_132kV,Magura_132kV,26.5,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Jhenaidah-Magura
Jhenaidah_Magura_TL_2,Jhenaidah_132kV,Magura_132kV,26.5,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Jhenaidah-Magura
Jhenaidah_Chuadanga_TL_1,Jhenaidah_132kV,Chuadanga_132kV,39.0,0.0852,0.4097,2.73e-06,132,1,Grosbeak,False,Jhenaidah-Chuadanga
Naogaon_Joypurhat_TL_1,Naogaon_132kV,Joypurhat_132kV,46.0,0.0852,0.4097,2.73e-06,132,1,Grosbeak,False,Naogaon-Joypurhat
Thakurgaon_Panchagarh_TL_1,Thakurgaon_132kV,Panchagarh_132kV,45.0,0.064,0.4,2.73e-06,132,1,AAAC,False,Thakurgaon-Panchagarh
Sonargaon_Meghnaghat_400kV_TL_1,Sonargaon_132kV,Meghnaghat_400kV,5.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Sonargaon S/S to Megnaghat Rental PP
Sonargaon_Meghnaghat_400kV_TL_2,Sonargaon_132kV,Meghnaghat_400kV,5.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Sonargaon S/S to Megnaghat Rental PP
Siddhirganj_Siddhirganj_TL_1,Siddhirganj_132kV,Siddhirganj_132kV,2.0,0.0852,0.4097,2.73e-06,132,1,Grosbeak,False,Shiddhirganj to Siddhirganj Dutch Bangla PP
Goalpara_Khulna (C)_TL_1,Goalpara_132kV,Khulna (C)_132kV,2.0,0.015,0.12,2e-05,132,1,XLPE,False,Goalpara-Khulna ©
Noapara_Noapara_TL_1,Noapara_132kV,Noapara_132kV,2.0,0.0852,0.4097,2.73e-06,132,1,Grosbeak,False,Noapara PP to Noapara Ss
Daudkandi_Daudkandi_TL_1,Daudkandi_132kV,Daudkandi_132kV,1.0,0.0852,0.4097,2.73e-06,132,1,Grosbeak,False,Daudkandi PP to Daudkandi ss
Gopalganj_Gopalganj_TL_1,Gopalganj_132kV,Gopalganj_132kV,1.0,0.0852,0.4097,2.73e-06,132,1,Grosbeak,False,Gopalganj PP to Gopalganj ss
Siddhirganj_Siddhirganj_TL_1,Siddhirganj_132kV,Siddhirganj_132kV,3.0,0.0852,0.4097,2.73e-06,132,1,Grosbeak,False,Shiddhirganj desh energy PP to Siddhirganj ss
Faridpur_Bheramara_TL_1,Faridpur_132kV,Bheramara_132kV,1.0,0.0852,0.4097,2.73e-06,132,1,Grosbeak,False,Faridpur PP to Faridpur -Bheramara
Baghabari_Baghabari_TL_1,Baghabari_132kV,Baghabari_132kV,5.0,0.0852,0.4097,2.73e-06,132,1,Grosbeak,False,Bera PP to Baghabari -Ishwardi line
Amnura_Rajshahi_TL_1,Amnura_132kV,Rajshahi_132kV,13.0,0.0852,0.4097,2.73e-06,132,1,Grosbeak,False,Amnura PP to Rajshahi-Chapai
Madanganj_Munshiganj_TL_1,Madanganj_132kV,Munshiganj_132kV,4.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Madanganj-Munsiganj
Madanganj_Munshiganj_TL_2,Madanganj_132kV,Munshiganj_132kV,4.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Madanganj-Munsiganj
Agargaon_Cantonment_TL_1,Agargaon_132kV,Cantonment_132kV,7.0,0.015,0.12,2e-05,132,2,XLPE,False,Old Airport-Cantonment
Agargaon_Cantonment_TL_2,Agargaon_132kV,Cantonment_132kV,7.0,0.015,0.12,2e-05,132,2,XLPE,False,Old Airport-Cantonment
Fenchuganj_Kulaura_TL_1,Fenchuganj_132kV,Kulaura_132kV,25.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Fenchuganj- Kulaura
Fenchuganj_Kulaura_TL_2,Fenchuganj_132kV,Kulaura_132kV,25.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Fenchuganj- Kulaura
Jamalpur_Sherpur_TL_1,Jamalpur_132kV,Sherpur_132kV,20.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Jamalpur- Sherpur
Jamalpur_Sherpur_TL_2,Jamalpur_132kV,Sherpur_132kV,20.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Jamalpur- Sherpur
Agargaon_Satmasjid_TL_1,Agargaon_132kV,Satmasjid_132kV,8.5,0.015,0.12,2e-05,132,2,XLPE,False,Old Airport-Sajmasjid
Agargaon_Satmasjid_TL_2,Agargaon_132kV,Satmasjid_132kV,8.5,0.015,0.12,2e-05,132,2,XLPE,False,Old Airport-Sajmasjid
Rampura_230kV_Madartek_TL_1,Rampura_230kV,Madartek_132kV,4.5,0.015,0.12,2e-05,132,2,XLPE,False,Rampura-Madertek
Rampura_230kV_Madartek_TL_2,Rampura_230kV,Madartek_132kV,4.5,0.015,0.12,2e-05,132,2,XLPE,False,Rampura-Madertek
Cumilla (N)_Cumilla (S)_TL_1,Cumilla (N)_132kV,Cumilla (S)_132kV,19.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Comilla(N)- Comilla(S)
Cumilla (N)_Cumilla (S)_TL_2,Cumilla (N)_132kV,Cumilla (S)_132kV,19.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Comilla(N)- Comilla(S)
Goalpara_Bagerhat_TL_1,Goalpara_132kV,Bagerhat_132kV,45.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Goalpara-Bagerhat
Goalpara_Bagerhat_TL_2,Goalpara_132kV,Bagerhat_132kV,45.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Goalpara-Bagerhat
LILO_Kaliakoir_230kV_Kabirpur_TL_1,Kaliakoir_230kV,Kabirpur_132kV,4.25,0.0852,0.4097,2.73e-06,132,4,ACCC/ACSRGrosbeak,True,LILO of Kabirpur-Tangail at Kaliakoir
LILO_Kaliakoir_230kV_Kabirpur_TL_2,Kaliakoir_230kV,Kabirpur_132kV,4.25,0.0852,0.4097,2.73e-06,132,4,ACCC/ACSRGrosbeak,True,LILO of Kabirpur-Tangail at Kaliakoir
LILO_Kaliakoir_230kV_Kabirpur_TL_3,Kaliakoir_230kV,Kabirpur_132kV,4.25,0.0852,0.4097,2.73e-06,132,4,ACCC/ACSRGrosbeak,True,LILO of Kabirpur-Tangail at Kaliakoir
LILO_Kaliakoir_230kV_Kabirpur_TL_4,Kaliakoir_230kV,Kabirpur_132kV,4.25,0.0852,0.4097,2.73e-06,132,4,ACCC/ACSRGrosbeak,True,LILO of Kabirpur-Tangail at Kaliakoir
Tangail_Tangail_TL_1,Tangail_132kV,Tangail_132kV,93.5,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Tangail-RPCL
Tangail_Tangail_TL_2,Tangail_132kV,Tangail_132kV,93.5,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Tangail-RPCL
Amnura_Chapai Nawabganj_TL_1,Amnura_132kV,Chapai Nawabganj_132kV,13.0,0.0852,0.4097,2.73e-06,132,1,Grosbeak,False,Amnura-Chapai Nawabganj
Kaliakoir_230kV_Dhamrai_TL_1,Kaliakoir_230kV,Dhamrai_132kV,22.5,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Kaliakoir-Dhamrai
Kaliakoir_230kV_Dhamrai_TL_2,Kaliakoir_230kV,Dhamrai_132kV,22.5,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Kaliakoir-Dhamrai
Rangamati_Khagrachari_TL_1,Rangamati_132kV,Khagrachari_132kV,52.5,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Rangamati-Khagrachari
Rangamati_Khagrachari_TL_2,Rangamati_132kV,Khagrachari_132kV,52.5,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Rangamati-Khagrachari
Chandraghona_Rangamati_TL_1,Chandraghona_132kV,Rangamati_132kV,27.5,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Chandraghona-Rangamati
Chandraghona_Rangamati_TL_2,Chandraghona_132kV,Rangamati_132kV,27.5,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Chandraghona-Rangamati
Chhatak_Sunamganj_TL_1,Chhatak_132kV,Sunamganj_132kV,32.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Chhatak-Sunamganj
Chhatak_Sunamganj_TL_2,Chhatak_132kV,Sunamganj_132kV,32.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Chhatak-Sunamganj
Beanibazar_Sylhet_TL_1,Beanibazar_132kV,Sylhet_132kV,30.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Beanibazar-Sylhet T-Connection
Beanibazar_Sylhet_TL_2,Beanibazar_132kV,Sylhet_132kV,30.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Beanibazar-Sylhet T-Connection
LILO_Uttara 3P_Tongi_TL_1,Uttara 3P_132kV,Tongi_132kV,2.0,0.015,0.12,2e-05,132,1,XLPE,True,LILO of Tongi-Mirpur Single circuit at Uttara 3P
Cox's Bazar_Matarbari_TL_1,Cox's Bazar_132kV,Matarbari_132kV,18.0,0.0852,0.4097,2.73e-06,132,1,Grosbeak,False,T-connection from Dohazari-Cox's Bazar toMatarbari
Feni_Baroirhat_TL_1,Feni_132kV,Baroirhat_132kV,28.5,0.065,0.39,2.73e-06,132,2,ACCC Grosbeak,False,Feni- Baroirhat
Feni_Baroirhat_TL_2,Feni_132kV,Baroirhat_132kV,28.5,0.065,0.39,2.73e-06,132,2,ACCC Grosbeak,False,Feni- Baroirhat
Brahmanbaria_Narsingdi_TL_1,Brahmanbaria_132kV,Narsingdi_132kV,55.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Brahmanbaria-Narsingdi
